image_name,width,height,x0,y0,x1,y1
00002077.jpg,267,400,90,52,220,278
00002711.jpg,786,469,153,45,310,152
00002739.jpg,626,418,290,83,384,156
00003427.jpg,612,408,135,42,476,307
00001556.jpg,608,342,35,1,566,291
00000884.jpg,1024,663,281,35,403,127
00001542.jpg,2269,1960,1689,251,1921,489
00003433.jpg,236,354,78,61,123,140
00001973.jpg,654,980,204,101,347,345
00001967.jpg,1024,678,558,194,746,339
00001797.jpg,958,1277,277,139,705,788
00000489.jpg,750,1127,371,329,489,536
00001783.jpg,958,1231,425,127,678,506
00003194.jpg,612,433,465,32,535,89
00001768.jpg,1024,683,359,198,654,426
00002275.jpg,612,408,219,45,464,235
00001754.jpg,600,849,231,197,362,413
00003143.jpg,1285,2048,533,511,872,1141
00001032.jpg,1000,1250,357,377,595,723
00001026.jpg,418,626,145,99,232,252
00000338.jpg,640,427,158,103,263,183
00002249.jpg,1330,919,128,82,1197,905
00001740.jpg,1470,980,359,254,896,671
00003141.jpg,600,397,56,112,176,204
00001756.jpg,800,533,243,1,797,411
00000448.jpg,650,433,528,192,624,266
00001742.jpg,360,255,149,45,221,104
00003155.jpg,700,466,181,5,563,294
00002263.jpg,2560,1627,192,646,447,835
00003169.jpg,500,500,228,145,308,238
00000460.jpg,1300,956,715,62,975,289
00002511.jpg,1300,957,454,204,642,368
00001795.jpg,1024,683,1,1,1005,683
00003196.jpg,509,339,249,57,439,205
00001959.jpg,996,1600,368,131,543,458
00001781.jpg,682,1024,197,97,509,628
00001971.jpg,1300,956,513,14,773,236
00001965.jpg,590,393,214,93,384,224
00001554.jpg,626,417,363,56,532,187
00003343.jpg,1000,1000,745,595,874,743
00003425.jpg,800,800,305,178,405,294
00000138.jpg,390,280,159,70,234,132
00003431.jpg,736,1111,169,470,257,620
00002049.jpg,1600,1167,605,99,918,365
00003357.jpg,844,1390,139,146,308,470
00001540.jpg,1600,1087,696,221,1310,706
00000886.jpg,800,1200,283,237,415,466
00001568.jpg,626,417,265,32,437,166
00000110.jpg,1600,1168,514,89,1260,737
00002707.jpg,500,333,188,35,402,200
00002713.jpg,1024,683,456,139,684,316
00000104.jpg,950,1300,334,349,501,609
00002075.jpg,1024,694,447,94,748,331
00001597.jpg,1300,956,634,270,888,487
00000851.jpg,612,612,1,41,408,564
00002920.jpg,1024,681,193,154,569,445
00002934.jpg,1170,550,628,39,1037,268
00001583.jpg,2000,1333,536,94,1112,531
00000845.jpg,600,439,178,31,464,279
00003394.jpg,612,433,261,191,416,321
00002908.jpg,533,800,186,86,366,400
00000879.jpg,2000,3019,656,296,1092,1062
00001420.jpg,800,1200,334,162,490,436
00003237.jpg,500,604,221,256,315,388
00002129.jpg,1300,866,583,235,860,450
00002897.jpg,612,408,222,56,395,190
00000058.jpg,2000,1268,707,292,1259,690
00001352.jpg,1001,1600,426,412,609,754
00002883.jpg,1536,1024,164,196,1039,874
00002115.jpg,626,418,355,60,564,223
00000702.jpg,736,736,368,275,477,399
00002667.jpg,600,419,257,65,445,218
00002101.jpg,1000,667,381,267,535,386
00001385.jpg,695,1050,400,209,476,340
00002854.jpg,900,600,225,2,785,409
00002698.jpg,4800,3600,2708,446,4091,1653
00001391.jpg,450,288,144,15,190,50
00000931.jpg,1000,1620,299,152,508,546
00002868.jpg,400,600,148,75,323,387
00001144.jpg,267,400,74,112,159,259
00003035.jpg,390,280,54,75,131,139
00001622.jpg,866,1300,388,317,491,496
00000528.jpg,1300,957,798,279,1047,492
00001636.jpg,864,1300,236,83,382,332
00003021.jpg,550,374,32,77,229,233
00002459.jpg,1200,1800,239,1,1162,1346
00002471.jpg,568,433,37,8,220,170
00001178.jpg,1600,1167,576,190,1057,599
00000266.jpg,700,467,352,88,576,258
00002317.jpg,682,1024,225,64,413,393
00003009.jpg,500,701,183,171,260,297
00002303.jpg,2061,3000,515,452,1354,1874
00000272.jpg,399,620,148,93,198,184
00001839.jpg,866,1300,177,8,566,687
00001193.jpg,800,582,133,88,384,301
00001805.jpg,1300,956,543,75,926,402
00001811.jpg,907,1390,221,267,461,694
00001810.jpg,408,612,127,15,264,253
00001192.jpg,1300,957,632,210,998,524
00001186.jpg,1500,1143,616,97,903,351
00000298.jpg,768,512,77,118,184,200
00001838.jpg,500,333,186,25,295,109
00001179.jpg,800,534,404,39,611,199
00003008.jpg,1242,918,158,1,1083,309
00003020.jpg,414,230,160,96,255,157
00001637.jpg,1307,1960,499,570,778,1047
00001151.jpg,1331,2000,476,613,754,1099
00001623.jpg,433,650,152,187,244,349
00003034.jpg,1000,1527,622,667,725,849
00002869.jpg,681,1024,228,127,394,410
00001390.jpg,334,519,153,38,231,176
00002841.jpg,480,360,272,69,362,148
00000930.jpg,800,533,153,35,306,154
00000924.jpg,735,980,341,69,492,303
00002855.jpg,1080,720,392,59,787,371
00001384.jpg,710,1024,219,161,423,504
00000717.jpg,1600,1138,593,163,787,324
00001409.jpg,800,582,357,126,450,205
00000703.jpg,1024,576,410,55,692,240
00002114.jpg,500,625,283,42,387,194
00002672.jpg,688,1024,235,246,376,490
00001353.jpg,2000,1333,571,94,1318,673
00001435.jpg,1300,821,186,1,1049,572
00003222.jpg,236,354,114,71,153,138
00002128.jpg,390,280,100,34,278,186
00001421.jpg,1600,1090,781,144,1177,458
00001347.jpg,861,1300,389,76,519,304
00002896.jpg,2000,1333,1081,311,1448,595
00002909.jpg,960,444,127,108,336,218
00003395.jpg,612,408,410,74,513,152
00000844.jpg,372,280,166,11,271,103
00001582.jpg,957,1000,1,45,433,603
00000850.jpg,600,400,98,107,303,267
00003381.jpg,612,408,231,131,346,220
00002921.jpg,870,580,325,99,429,181
00000105.jpg,1800,1200,689,102,1026,364
00002712.jpg,500,334,285,88,340,130
00002074.jpg,608,406,278,47,461,189
00001569.jpg,600,900,243,83,444,434
00000677.jpg,678,446,205,146,344,254
00002060.jpg,640,640,42,109,297,406
00002706.jpg,612,408,163,123,291,222
00003418.jpg,800,800,325,306,468,473
00003430.jpg,800,800,388,45,479,151
00001541.jpg,408,544,148,20,252,180
00002048.jpg,1300,867,585,120,862,335
00003342.jpg,736,1103,250,365,366,563
00000893.jpg,300,300,60,37,118,105
00001555.jpg,1500,1500,414,122,1102,923
00001233.jpg,667,1000,225,63,465,481
00003424.jpg,736,508,224,104,336,194
00001964.jpg,600,418,241,37,377,145
00001958.jpg,400,326,101,16,272,182
00003197.jpg,1024,681,381,96,819,435
00003183.jpg,960,481,579,76,960,325
00001794.jpg,866,1390,298,62,630,669
00002276.jpg,1326,1800,362,606,760,1236
00003168.jpg,1300,957,463,114,673,290
00001019.jpg,640,761,307,52,446,246
00003154.jpg,612,408,313,45,509,198
00001743.jpg,600,900,252,28,462,394
00001025.jpg,867,1300,393,96,574,405
00002538.jpg,400,267,102,4,361,201
00001757.jpg,1300,1360,501,147,761,464
00003140.jpg,630,354,124,9,630,354
00003178.jpg,2000,1333,1487,244,1776,469
00000317.jpg,1001,1600,460,90,624,397
00000303.jpg,389,280,102,103,238,219
00002514.jpg,716,996,286,226,402,412
00002272.jpg,1024,746,292,179,675,503
00003144.jpg,481,323,26,87,168,198
00001753.jpg,976,1300,532,97,651,281
00001035.jpg,682,1023,154,1,359,282
00001021.jpg,1012,1390,309,72,607,538
00001747.jpg,1600,1167,414,23,916,450
00000459.jpg,3024,4032,1235,1651,1766,2475
00003150.jpg,750,502,483,30,612,131
00001974.jpg,1050,700,405,84,614,247
00001960.jpg,1300,861,661,159,1087,488
00001948.jpg,1000,1500,285,151,561,632
00001790.jpg,800,533,234,60,644,377
00002299.jpg,375,500,83,106,193,277
00003187.jpg,510,340,97,62,186,132
00003193.jpg,1000,1000,222,609,340,747
00000115.jpg,1024,683,267,132,472,291
00002702.jpg,1362,2048,442,343,931,1182
00002064.jpg,1600,1167,605,99,918,365
00000667.jpg,2000,1125,749,421,1338,807
00001237.jpg,1300,731,532,65,804,239
00000129.jpg,1600,1156,695,231,893,398
00000897.jpg,1000,1777,291,295,707,1137
00001551.jpg,800,558,382,52,633,251
00002058.jpg,800,533,556,103,685,203
00001545.jpg,684,1024,284,385,388,565
00001223.jpg,1300,1300,468,77,859,532
00003434.jpg,447,497,109,235,213,367
00002919.jpg,1000,600,124,32,362,199
00003385.jpg,736,689,248,52,377,193
00000854.jpg,1358,1045,428,205,771,506
00001592.jpg,2940,1960,1046,144,1822,746
00000840.jpg,1300,866,438,191,903,552
00001586.jpg,800,533,309,70,503,224
00002931.jpg,800,800,89,509,224,665
00000061.jpg,339,508,194,97,239,176
00002676.jpg,467,700,171,69,335,354
00002110.jpg,2000,1125,444,203,941,521
00001419.jpg,3005,1960,994,76,2365,1116
00000707.jpg,720,405,414,17,641,169
00000713.jpg,1280,853,269,73,646,365
00002662.jpg,650,433,228,108,462,285
00000075.jpg,1000,597,52,7,634,402
00002892.jpg,1200,675,351,1,1165,517
00001343.jpg,892,1000,369,75,615,396
00001425.jpg,1280,853,891,204,1092,360
00003232.jpg,960,641,140,17,454,257
00002138.jpg,1300,917,473,78,824,366
00001431.jpg,1000,667,428,153,661,334
00001357.jpg,866,1300,188,266,280,428
00000908.jpg,1300,866,260,87,544,307
00001380.jpg,1000,1500,449,433,649,782
00002851.jpg,1400,788,69,140,816,630
00002689.jpg,500,751,126,264,206,405
00000920.jpg,1600,1167,421,33,1109,629
00002845.jpg,1000,1500,511,368,616,551
00002312.jpg,651,1024,283,125,361,264
00002474.jpg,1023,716,1,41,575,558
00000263.jpg,960,864,732,112,846,231
00001169.jpg,1470,980,487,106,969,472
00002306.jpg,700,933,345,69,538,368
00003018.jpg,360,540,110,64,181,184
00003030.jpg,1023,697,194,48,670,426
00000539.jpg,1125,750,854,4,1089,187
00001627.jpg,333,519,160,78,252,241
00002448.jpg,1000,750,111,95,338,289
00001155.jpg,1300,956,464,220,823,520
00001633.jpg,1066,1689,321,138,670,769
00001814.jpg,1000,667,666,293,787,385
00001182.jpg,866,1390,400,231,478,376
00001196.jpg,1474,980,848,94,1101,290
00001829.jpg,1024,684,344,51,639,280
00001815.jpg,333,519,135,25,189,120
00001801.jpg,612,408,307,142,465,265
00001154.jpg,1024,684,185,37,850,553
00003025.jpg,480,480,273,16,365,121
00001632.jpg,390,280,174,16,299,121
00000538.jpg,650,434,475,196,626,313
00003031.jpg,500,384,258,113,317,164
00002449.jpg,512,512,116,50,401,382
00001140.jpg,1000,667,434,81,652,251
00001168.jpg,866,1300,313,123,498,445
00000510.jpg,1300,867,417,74,707,299
00003019.jpg,800,534,75,100,512,439
00002307.jpg,512,768,152,5,381,397
00002313.jpg,680,1023,220,61,488,530
00000504.jpg,1500,1101,221,244,453,442
00002475.jpg,540,349,210,175,264,215
00000935.jpg,1232,821,491,177,754,386
00001395.jpg,1000,667,189,1,1000,665
00002850.jpg,1333,2000,479,180,694,555
00001381.jpg,2000,1333,822,107,1308,484
00000921.jpg,509,339,255,1,442,144
00002878.jpg,736,489,298,186,449,302
00001430.jpg,538,612,197,92,331,268
00002139.jpg,1000,667,55,19,577,424
00002887.jpg,940,529,77,261,257,379
00001356.jpg,800,533,259,47,521,251
00002893.jpg,1300,960,236,194,779,661
00003233.jpg,800,800,337,197,475,357
00001424.jpg,1066,1600,457,739,739,1231
00002105.jpg,450,300,1,1,420,193
00000074.jpg,1300,945,471,112,755,347
00002663.jpg,650,488,79,83,275,254
00002677.jpg,500,333,145,36,373,217
00000706.jpg,6000,4000,410,1034,1037,1531
00001418.jpg,2825,4237,1327,402,1663,988
00002111.jpg,1024,683,315,93,873,536
00003390.jpg,1080,828,258,30,762,488
00000699.jpg,1000,1000,345,337,645,687
00001587.jpg,2325,3500,1142,862,1516,1519
00000841.jpg,1500,1000,500,1,1372,621
00002930.jpg,1068,1689,228,335,471,783
00001593.jpg,334,500,93,53,167,180
00003384.jpg,1333,2000,539,550,759,933
00002918.jpg,2370,1350,1259,332,1666,602
00000869.jpg,1300,956,501,56,918,413
00001544.jpg,1000,672,397,42,679,262
00000882.jpg,683,1023,359,184,434,317
00003353.jpg,390,280,171,108,214,145
00003435.jpg,640,960,143,117,309,406
00001222.jpg,800,501,487,47,694,195
00000128.jpg,910,607,491,201,662,333
00001236.jpg,600,900,179,18,356,326
00003421.jpg,736,490,136,21,438,254
00002059.jpg,408,612,116,73,250,306
00001550.jpg,683,1024,294,37,377,182
00000896.jpg,1232,821,398,146,794,453
00002071.jpg,867,1390,336,103,473,363
00001578.jpg,1307,1960,381,505,678,1024
00000100.jpg,1333,2000,664,478,974,1008
00000114.jpg,600,900,127,29,267,268
00000672.jpg,800,583,517,144,779,371
00002065.jpg,1024,830,444,51,624,217
00001785.jpg,1300,929,1,1,1053,498
00003192.jpg,800,533,382,60,633,254
00001791.jpg,590,393,225,56,427,212
00001961.jpg,1000,667,305,71,695,374
00001975.jpg,1000,667,381,57,657,271
00002529.jpg,420,512,187,1,260,74
00003151.jpg,1024,664,354,137,522,264
00001746.jpg,2000,1334,738,311,1340,778
00001752.jpg,1061,1300,414,92,600,352
00003145.jpg,500,331,44,34,373,287
00001034.jpg,600,438,87,24,215,133
00002273.jpg,1000,838,302,142,603,435
00002267.jpg,590,394,166,8,436,219
00000470.jpg,1000,562,291,124,495,258
00001008.jpg,1000,667,364,34,611,226
00002271.jpg,1800,1692,789,334,1354,939
00001778.jpg,866,1300,373,15,713,621
00000466.jpg,600,400,318,129,392,188
00000300.jpg,1000,667,185,165,339,284
00002517.jpg,960,441,65,111,261,216
00002503.jpg,780,520,281,41,734,393
00000472.jpg,1200,630,521,195,782,355
00002265.jpg,4248,3416,804,261,1635,1039
00001744.jpg,650,434,223,99,427,258
00003153.jpg,612,408,275,90,380,171
00000328.jpg,1470,980,859,170,1106,362
00003147.jpg,640,960,338,229,421,374
00002259.jpg,634,407,377,52,482,130
00001977.jpg,1300,861,401,59,957,487
00001787.jpg,1024,683,136,99,406,309
00003184.jpg,612,408,320,59,379,105
00002715.jpg,1200,1200,744,244,880,403
00000664.jpg,600,400,249,117,367,209
00002073.jpg,1000,662,297,49,625,296
00002067.jpg,1300,861,367,77,1003,578
00003379.jpg,612,408,93,255,226,358
00000670.jpg,1600,1155,403,173,737,454
00001208.jpg,600,900,350,106,415,220
00002701.jpg,1000,714,239,171,498,382
00003437.jpg,236,354,103,63,141,131
00003351.jpg,236,354,94,86,132,156
00000894.jpg,1428,2000,315,82,1165,1438
00001552.jpg,683,1024,380,449,454,579
00001234.jpg,800,582,256,124,518,341
00002932.jpg,2000,1334,673,79,1081,403
00000843.jpg,700,1055,482,84,560,220
00001585.jpg,407,612,67,54,257,379
00002098.jpg,281,519,109,4,167,131
00000857.jpg,1000,667,359,29,732,319
00001591.jpg,390,280,129,22,236,112
00002926.jpg,650,895,568,168,635,272
00001368.jpg,1500,1120,687,99,956,333
00003219.jpg,866,1390,302,281,657,943
00002113.jpg,800,533,108,37,500,341
00000704.jpg,612,387,114,87,276,203
00002675.jpg,505,340,127,56,363,240
00001354.jpg,2000,1333,871,102,1388,503
00002885.jpg,504,370,307,167,369,219
00003225.jpg,389,280,149,98,191,132
00001432.jpg,800,530,337,86,644,327
00001426.jpg,500,750,197,243,289,403
00000738.jpg,750,500,447,67,576,167
00003231.jpg,1200,1200,429,357,554,500
00002891.jpg,390,280,162,48,263,132
00001340.jpg,3840,5760,1042,1127,2035,2860
00002846.jpg,236,354,77,47,129,136
00001397.jpg,462,280,199,31,380,156
00000089.jpg,1000,1500,374,295,550,602
00000923.jpg,2888,2007,1346,169,1623,393
00001383.jpg,1000,1500,312,49,778,863
00002852.jpg,800,531,178,108,578,417
00002305.jpg,640,960,216,234,347,462
00002477.jpg,1000,1268,639,33,819,298
00000506.jpg,1024,683,211,221,373,346
00002311.jpg,559,800,181,183,364,482
00001630.jpg,1600,1132,41,8,1321,995
00002339.jpg,450,300,114,8,359,194
00003027.jpg,1470,980,954,335,1125,465
00001156.jpg,450,347,205,56,369,207
00003033.jpg,1024,688,246,265,547,506
00001624.jpg,1300,1390,505,135,904,632
00001817.jpg,626,417,143,23,387,216
00001803.jpg,600,420,102,40,467,337
00001195.jpg,1300,866,215,70,566,342
00001180.jpg,417,626,46,47,255,412
00002489.jpg,400,267,95,23,208,111
00001802.jpg,678,1024,252,148,376,362
00001631.jpg,236,327,97,114,134,173
00000249.jpg,600,420,369,52,468,130
00002310.jpg,866,1300,400,257,593,595
00000507.jpg,2000,1333,1246,52,1702,405
00002462.jpg,385,280,187,35,298,129
00000275.jpg,600,600,229,70,342,199
00002853.jpg,1030,693,318,170,443,268
00001382.jpg,1066,1689,413,95,589,419
00000088.jpg,3456,5184,1372,715,2048,1871
00001396.jpg,612,494,314,52,587,315
00002847.jpg,350,350,113,76,225,204
00000936.jpg,1000,667,397,59,718,308
00003230.jpg,2000,1331,1039,271,1466,601
00001427.jpg,390,280,136,25,237,109
00001341.jpg,1600,1157,627,129,868,332
00002890.jpg,735,1104,260,209,467,571
00002884.jpg,1500,1253,785,253,1085,545
00001355.jpg,1600,1167,335,1,1148,671
00001433.jpg,866,1300,341,111,510,407
00003224.jpg,612,408,94,162,345,356
00000705.jpg,2048,1365,788,242,1207,566
00002674.jpg,612,405,42,112,210,242
00001369.jpg,434,650,141,208,244,388
00000077.jpg,667,1000,262,162,332,281
00002660.jpg,626,417,194,57,359,185
00002106.jpg,600,420,233,11,356,111
00003218.jpg,500,334,272,101,352,163
00000711.jpg,480,320,58,111,165,194
00001590.jpg,1200,1800,130,474,569,1240
00000856.jpg,683,1023,257,193,324,307
00002099.jpg,1024,886,513,76,689,249
00003393.jpg,800,800,250,103,376,250
00001584.jpg,319,450,164,91,221,185
00000842.jpg,750,1124,250,186,330,326
00003344.jpg,1182,1208,506,495,647,662
00000895.jpg,512,704,59,68,370,566
00001235.jpg,600,419,187,1,593,250
00002728.jpg,866,1390,274,62,599,657
00003436.jpg,612,408,249,95,394,208
00001221.jpg,867,1000,381,90,544,308
00001547.jpg,1300,956,606,77,942,364
00000881.jpg,1500,1000,558,97,1000,440
00003378.jpg,600,400,267,122,358,191
00002066.jpg,1500,1120,509,16,897,353
00001209.jpg,800,582,266,71,548,309
00000103.jpg,1264,1500,576,418,957,943
00002714.jpg,390,280,97,26,292,189
00000665.jpg,2940,1960,1184,459,2191,1241
00003185.jpg,640,457,371,53,617,257
00001792.jpg,1335,2000,622,184,767,437
00001786.jpg,1300,956,316,170,823,614
00003191.jpg,500,333,174,69,331,191
00001976.jpg,350,263,58,40,141,113
00001962.jpg,632,420,190,11,406,179
00001989.jpg,1000,710,411,1,725,244
00001751.jpg,1136,1300,504,185,768,537
00002258.jpg,910,607,6,1,910,594
00003146.jpg,626,418,495,124,600,206
00003152.jpg,800,533,382,60,633,254
00001745.jpg,1300,866,514,110,905,413
00001023.jpg,364,500,146,44,216,155
00000315.jpg,335,254,83,31,195,130
00002264.jpg,718,1024,205,105,492,582
00001779.jpg,667,1000,282,158,391,346
00002516.jpg,2946,1960,874,264,1687,893
00000301.jpg,867,1300,437,392,599,670
00001006.jpg,450,321,11,14,297,257
00003177.jpg,150,150,48,1,98,48
00002269.jpg,1280,720,515,19,1276,625
00001760.jpg,1024,684,178,37,857,553
00003163.jpg,682,1023,415,360,532,565
00001012.jpg,1000,1500,431,435,627,784
00000442.jpg,768,1151,278,239,457,551
00001984.jpg,509,339,240,54,453,222
00001990.jpg,350,525,115,1,185,120
00002296.jpg,1000,667,449,39,877,378
00003188.jpg,1000,1000,227,225,410,443
00002282.jpg,800,600,85,67,301,255
00001562.jpg,735,946,415,51,499,174
00003413.jpg,626,445,126,126,241,221
00001204.jpg,1000,667,370,2,752,285
00001210.jpg,450,300,174,9,277,89
00003407.jpg,612,459,384,158,453,219
00003361.jpg,1024,683,241,378,464,551
00001576.jpg,1500,1138,674,111,1288,653
00002057.jpg,683,1024,387,97,513,311
00000640.jpg,1500,1101,154,254,550,599
00000898.jpg,675,900,265,56,403,275
00001238.jpg,1024,683,33,22,492,379
00002725.jpg,640,960,222,156,411,478
00002043.jpg,626,417,195,37,332,142
00002916.jpg,866,1390,434,308,539,509
00002902.jpg,1080,1080,268,96,870,796
00002094.jpg,662,1000,284,66,463,380
00002080.jpg,682,1023,46,1,638,409
00001589.jpg,867,1300,408,196,509,372
00000697.jpg,1500,1000,656,44,1118,402
00001416.jpg,333,519,86,26,156,152
00002679.jpg,866,1390,321,61,644,665
00001370.jpg,333,519,151,17,226,151
00001364.jpg,1000,678,384,169,593,334
00001402.jpg,2940,1960,1012,103,1319,336
00002123.jpg,682,1024,167,86,573,780
00000734.jpg,1900,1068,376,63,773,317
00002645.jpg,325,280,38,69,102,133
00002651.jpg,750,500,287,198,447,320
00002889.jpg,1024,683,86,1,811,499
00001358.jpg,1300,956,406,84,861,473
00002137.jpg,407,612,122,66,247,280
00000913.jpg,1500,1353,590,53,807,281
00002876.jpg,700,467,309,163,440,265
00000091.jpg,400,600,98,79,347,505
00000085.jpg,467,700,147,83,276,308
00002692.jpg,970,646,446,104,911,464
00003003.jpg,2000,1333,995,289,1912,1000
00001600.jpg,1333,2000,322,42,1097,1396
00003017.jpg,1300,806,440,113,917,458
00000536.jpg,1232,821,105,288,501,595
00001628.jpg,2000,1333,884,121,1390,514
00000522.jpg,612,408,58,106,250,255
00002484.jpg,1600,900,514,229,894,473
00001833.jpg,1300,957,406,97,1012,616
00001827.jpg,1500,1120,604,70,924,355
00002490.jpg,572,380,228,44,467,225
00001199.jpg,390,280,129,31,289,167
00001826.jpg,1600,1167,622,42,942,313
00001198.jpg,682,1024,307,63,388,205
00002491.jpg,1200,940,558,83,832,327
00002485.jpg,1072,1549,242,259,351,443
00001832.jpg,1024,682,174,50,824,543
00000523.jpg,1500,1004,826,377,1062,561
00002334.jpg,736,1104,251,48,408,317
00002452.jpg,660,373,91,92,511,368
00002446.jpg,900,602,499,80,611,167
00001629.jpg,450,319,188,46,269,112
00003016.jpg,1960,1634,1007,326,1525,817
00001601.jpg,800,534,504,107,638,212
00001167.jpg,626,417,277,56,458,196
00001615.jpg,2000,1331,772,95,1503,661
00003002.jpg,1300,957,455,471,751,724
00002687.jpg,504,330,85,137,176,206
00002877.jpg,2500,3745,736,226,1215,1061
00002863.jpg,1200,1185,811,426,923,555
00001359.jpg,626,417,141,105,293,223
00000047.jpg,1300,891,819,93,1057,283
00002650.jpg,1200,630,484,102,1031,436
00002136.jpg,480,320,89,5,201,90
00003228.jpg,960,640,1,1,960,633
00000735.jpg,1098,732,497,187,622,284
00002122.jpg,1400,1130,434,257,636,447
00001365.jpg,600,419,237,80,360,178
00001403.jpg,700,1050,263,189,419,461
00003200.jpg,495,639,287,182,346,270
00001417.jpg,608,406,138,11,423,232
00001371.jpg,910,1213,154,70,715,941
00002678.jpg,800,533,206,111,452,306
00001588.jpg,509,339,196,2,423,182
00002081.jpg,1500,2123,641,146,887,553
00002095.jpg,1500,1120,491,42,1028,508
00000682.jpg,640,860,301,220,413,396
00002903.jpg,3024,4032,1028,409,1504,1149
00000872.jpg,390,280,153,22,246,100
00000866.jpg,2037,1274,819,4,2032,1199
00002042.jpg,1050,700,404,21,628,195
00000899.jpg,1000,667,185,61,641,423
00000641.jpg,1000,667,489,314,660,448
00003348.jpg,612,408,363,176,535,309
00002730.jpg,1024,681,567,137,795,313
00000127.jpg,458,700,192,325,238,408
00001239.jpg,866,1390,413,293,507,473
00002718.jpg,720,576,354,73,526,236
00003406.jpg,800,800,518,510,671,688
00001577.jpg,735,492,156,24,309,144
00003374.jpg,587,600,139,327,234,437
00001563.jpg,612,408,270,68,485,235
00001205.jpg,1000,1500,336,232,772,994
00002283.jpg,500,508,167,53,335,247
00000480.jpg,800,600,330,132,592,361
00002297.jpg,441,600,287,58,352,161
00001991.jpg,1116,1600,220,1,883,993
00002240.jpg,2000,1333,405,188,933,598
00000331.jpg,667,1000,301,427,382,568
00000325.jpg,1000,667,320,58,590,263
00002254.jpg,427,640,186,67,259,195
00001985.jpg,493,280,179,1,327,94
00003162.jpg,1000,1000,227,225,410,443
00001775.jpg,1000,667,194,14,740,428
00001013.jpg,1162,1700,406,184,727,730
00001007.jpg,683,1024,276,168,393,373
00001761.jpg,800,582,270,75,522,283
00002518.jpg,350,200,21,8,207,132
00001011.jpg,390,280,132,23,269,139
00000469.jpg,735,494,107,217,199,287
00003160.jpg,1280,720,259,28,869,436
00001763.jpg,699,1050,150,1,699,1050
00000333.jpg,700,467,216,53,477,256
00002524.jpg,700,906,141,27,648,791
00002242.jpg,1600,1143,523,208,1207,777
00001993.jpg,450,378,217,19,303,103
00000441.jpg,1600,1168,373,4,1191,683
00001987.jpg,1300,1066,286,2,1291,961
00003148.jpg,390,280,125,25,299,170
00002530.jpg,612,408,241,32,422,171
00001039.jpg,1200,1800,367,118,684,672
00001978.jpg,1104,1300,402,138,531,314
00000496.jpg,682,1023,312,132,445,365
00001788.jpg,509,339,182,38,349,167
00002281.jpg,504,650,183,93,328,307
00002295.jpg,408,612,99,68,308,424
00001944.jpg,1024,683,354,65,901,490
00003362.jpg,424,490,106,94,158,164
00003404.jpg,682,1024,271,73,376,257
00003410.jpg,338,508,156,59,240,205
00000119.jpg,698,1050,270,192,348,325
00001561.jpg,361,254,125,1,321,143
00002068.jpg,2000,1204,715,121,1141,420
00000657.jpg,600,450,407,204,466,255
00001549.jpg,319,450,134,102,205,221
00002040.jpg,332,519,150,39,215,157
00003438.jpg,800,800,179,429,272,537
00002726.jpg,650,969,507,159,575,276
00000643.jpg,2121,1414,388,249,1039,755
00000870.jpg,1000,1500,401,331,551,594
00000864.jpg,970,776,155,104,487,407
00000858.jpg,1600,1157,369,183,689,452
00003389.jpg,626,418,79,82,248,213
00003216.jpg,600,400,159,86,351,236
00001401.jpg,480,720,209,299,260,389
00001373.jpg,601,900,251,88,321,212
00001415.jpg,850,1280,331,238,603,716
00003202.jpg,1068,1600,243,309,777,1220
00000723.jpg,1240,828,725,239,1020,469
00002134.jpg,1500,1089,708,77,1179,466
00002652.jpg,632,994,414,129,505,297
00000045.jpg,1600,1167,193,140,654,540
00000051.jpg,700,375,42,14,377,223
00002120.jpg,700,1050,302,367,387,515
00000737.jpg,662,576,147,25,221,99
00002875.jpg,360,254,128,31,228,112
00000910.jpg,2000,1333,498,250,1588,1096
00001398.jpg,1300,1062,272,49,1013,737
00000086.jpg,1300,867,446,52,650,211
00002691.jpg,650,650,94,78,575,637
00002685.jpg,823,576,240,117,412,257
00001165.jpg,1100,824,127,312,237,407
00001603.jpg,390,280,46,65,126,132
00003000.jpg,600,338,351,1,561,113
00000509.jpg,612,408,273,157,407,258
00001617.jpg,390,280,63,63,234,206
00001171.jpg,682,1024,223,253,356,481
00002478.jpg,600,412,45,48,193,167
00001159.jpg,1024,682,419,92,771,360
00002336.jpg,250,326,100,42,145,110
00000521.jpg,1184,790,684,112,1145,470
00000535.jpg,1600,1167,1039,108,1481,483
00002322.jpg,700,350,1,12,566,345
00002493.jpg,715,536,317,208,483,350
00001824.jpg,600,495,309,31,398,116
00001830.jpg,1000,667,348,64,721,360
00002487.jpg,533,800,187,58,303,261
00002486.jpg,600,400,228,61,356,160
00000285.jpg,867,1300,437,392,599,670
00002492.jpg,362,512,222,89,266,161
00001825.jpg,2000,1334,463,167,1282,802
00001819.jpg,1024,682,365,24,557,172
00002323.jpg,1331,1080,360,203,1085,888
00002445.jpg,385,450,156,105,204,168
00002451.jpg,1800,1200,204,1,1506,884
00001158.jpg,533,849,199,1,370,304
00000520.jpg,400,290,299,93,374,156
00000508.jpg,1500,1000,273,307,622,578
00003001.jpg,940,529,376,108,556,224
00001170.jpg,1300,957,431,138,797,452
00001164.jpg,1600,1156,1055,92,1222,236
00001602.jpg,612,408,144,107,400,310
00002684.jpg,1024,682,266,118,510,303
00000939.jpg,960,678,515,37,615,117
